beneficiary_id,age,area_type,occupation,estimated_monthly_income,asset_score,business_years,residence_years,shg_member,dependents,proposed_emi,first_time_borrower,risk_score,risk_bucket
B06087,38,Semi-Urban,Garment Manufacturer,25377.0,1,22,39,1,1,1747,0,244.5329361148458,Low
B06088,40,Semi-Urban,Daily Wage Worker,8133.0,2,9,14,1,5,2043,1,119.40356323513217,Medium
B06089,57,Rural,Small Retail Shop,22488.0,1,13,8,0,4,6391,0,98.32613880793797,High
B06090,38,Rural,Tailor,16510.0,1,9,30,0,5,6633,0,115.47759078452913,Medium
B06091,37,Rural,Garment Manufacturer,26751.0,0,15,36,0,5,6352,0,149.17774899309558,Medium
B06092,29,Semi-Urban,Small Retail Shop,18289.0,2,18,3,0,1,1755,0,132.43724869564394,Medium
B06093,34,Semi-Urban,Handloom Weaver,14338.0,0,4,10,1,2,4682,1,75.83866691212327,High
B06094,49,Rural,Milk Vendor,15391.0,0,22,9,1,5,1155,0,145.7457778384886,Medium
B06095,51,Rural,Milk Vendor,17473.0,0,4,13,1,1,4337,1,88.81068851875553,High
B06096,24,Rural,Daily Wage Worker,8751.0,0,12,22,0,1,6836,0,103.8999204773466,High
B06097,38,Semi-Urban,Delivery Worker,15364.0,1,9,24,0,3,4605,1,109.29571952624676,Medium
B06098,40,Semi-Urban,Handloom Weaver,17501.0,0,18,7,0,3,3977,0,102.20874018806217,High
B06099,29,Urban,Garment Manufacturer,30116.199999999997,1,6,13,0,2,2167,1,91.65275269230109,High
B06100,33,Rural,Street Vendor,14177.0,1,17,6,1,4,1071,1,133.91146800338478,Medium
B06101,35,Rural,Auto Driver,16830.0,0,17,10,0,5,4832,0,95.9325095411946,High
B06102,47,Rural,Street Vendor,12698.0,0,13,11,1,5,5051,1,106.47004162304891,Medium
B06103,35,Semi-Urban,Milk Vendor,17213.0,1,12,29,0,1,4145,1,141.3257021094482,Medium
B06104,48,Rural,Street Vendor,13013.0,0,14,16,1,1,2590,1,134.61692264914782,Medium
B06105,57,Rural,Tailor,15541.0,2,8,20,0,1,2471,0,119.02983556302435,Medium
B06106,39,Semi-Urban,Milk Vendor,14509.0,2,15,21,0,3,4932,0,143.5927263372453,Medium
B06107,46,Rural,Handloom Weaver,17159.0,1,9,29,0,1,1368,1,127.8462764556574,Medium
B06108,46,Rural,Handloom Weaver,16737.0,1,1,14,0,2,3996,0,57.841045057619894,High
B06109,45,Semi-Urban,Tailor,13711.0,0,17,16,1,1,5509,0,149.12520099675726,Medium
B06110,46,Rural,Auto Driver,17350.0,0,10,9,1,4,1827,0,97.21088132720824,High
B06111,46,Rural,Small Retail Shop,22372.0,1,23,6,1,1,3775,1,179.72150569877417,Low
B06112,48,Rural,Tailor,15018.0,1,5,38,0,5,3817,0,111.84094203130287,Medium
B06113,38,Rural,Small Retail Shop,18340.0,1,11,29,1,5,6921,0,153.93334702148252,Low
B06114,52,Rural,Agriculture,11418.0,1,3,18,0,1,5884,0,72.81051654015326,High
B06115,23,Urban,Milk Vendor,18309.149999999998,0,2,24,0,5,1287,1,58.153015361067936,High
B06116,22,Rural,Daily Wage Worker,12962.0,0,22,17,1,1,6021,0,172.72305560740344,Low
B06117,53,Semi-Urban,Auto Driver,16087.0,0,4,36,1,1,1319,0,132.60419464725655,Medium
B06118,39,Rural,Delivery Worker,15255.0,2,21,21,1,3,2869,1,201.87577454347937,Low
B06119,37,Rural,Auto Driver,15443.0,1,2,19,0,3,3233,0,67.39745123408274,High
B06120,53,Rural,Small Retail Shop,21387.0,1,1,23,0,5,5520,0,69.72420463359553,High
B06121,32,Rural,Agriculture,9631.0,2,9,27,1,5,1271,0,146.80650215141722,Medium
B06122,23,Rural,Small Retail Shop,22836.0,2,3,11,1,2,3584,1,111.33694510110523,Medium
B06123,46,Rural,Milk Vendor,14531.0,0,6,26,0,2,3165,1,87.20673370185868,High
B06124,55,Semi-Urban,Small Retail Shop,22377.0,1,14,11,1,1,6208,0,149.7367236389417,Medium
B06125,28,Rural,Garment Manufacturer,28571.0,1,1,22,0,2,4004,1,85.42255493411342,High
B06126,56,Urban,Handloom Weaver,18826.649999999998,2,12,19,1,4,2367,0,157.36782952664603,Low
B06127,27,Rural,Delivery Worker,15665.0,0,21,8,1,3,5618,0,146.2631555006565,Medium
B06128,56,Rural,Agriculture,11146.0,2,16,23,1,5,2695,1,171.89317617423686,Low
B06129,36,Rural,Garment Manufacturer,29608.0,1,20,23,1,2,2366,0,204.09596515692607,Low
B06130,44,Rural,Small Retail Shop,20925.0,2,19,9,0,4,4403,0,141.09076047535072,Medium
B06131,21,Semi-Urban,Delivery Worker,19514.0,0,18,24,0,2,5600,0,142.3902809330869,Medium
B06132,45,Semi-Urban,Auto Driver,17998.0,0,14,12,1,5,5198,0,118.30476184645644,Medium
B06133,30,Rural,Street Vendor,11732.0,1,3,12,0,2,6204,0,58.101330644511435,High
B06134,36,Rural,Garment Manufacturer,29486.0,0,14,32,1,3,6337,1,176.98288979805548,Low
B06135,36,Semi-Urban,Street Vendor,12587.0,0,17,2,0,2,5451,1,86.3492606873004,High
B06136,28,Rural,Tailor,12026.0,0,13,6,1,4,5529,1,99.25255275615561,High
B06137,49,Rural,Street Vendor,11883.0,2,1,4,0,2,1506,0,47.94432270863136,High
B06138,59,Rural,Garment Manufacturer,25126.0,2,8,13,0,5,3857,1,100.21198437757853,High
B06139,48,Rural,Daily Wage Worker,8318.0,0,21,36,0,2,6149,1,168.10751513956225,Low
B06140,26,Rural,Milk Vendor,17289.0,2,2,39,1,4,3434,1,151.13779907995382,Medium
B06141,36,Urban,Tailor,18509.25,0,19,38,1,2,1625,1,203.798458720943,Low
B06142,40,Semi-Urban,Street Vendor,12605.0,2,15,18,0,1,6499,0,143.42641074019994,Medium
B06143,36,Semi-Urban,Small Retail Shop,22181.0,2,14,15,0,5,6761,1,128.6779764224153,Medium
B06144,27,Rural,Garment Manufacturer,28053.0,2,14,33,0,1,4964,1,183.86194110146766,Low
B06145,34,Semi-Urban,Agriculture,13954.0,1,18,30,0,1,3424,0,167.42872293040182,Low
B06146,46,Semi-Urban,Small Retail Shop,21212.0,2,15,36,1,5,5802,1,203.42157202204265,Low
B06147,46,Semi-Urban,Auto Driver,15925.0,1,10,25,1,5,5686,1,138.51565592334623,Medium
B06148,34,Rural,Small Retail Shop,19078.0,1,18,4,0,4,2512,0,109.08825512754834,Medium
B06149,27,Urban,Garment Manufacturer,31990.699999999997,1,20,18,0,4,5034,0,159.2249948584712,Low
B06150,53,Rural,Daily Wage Worker,11560.0,1,4,33,0,4,4562,1,96.87256592967347,High
B06151,46,Urban,Auto Driver,17266.1,0,7,20,1,1,4041,1,115.57526256359127,Medium
B06152,40,Rural,Milk Vendor,15944.0,2,2,21,1,2,4728,0,120.87393129692848,Medium
B06153,23,Rural,Street Vendor,15379.0,0,9,1,1,3,6822,0,77.69207301014477,High
B06154,24,Rural,Tailor,16292.0,0,23,34,1,2,3690,1,211.4512705227128,Low
B06155,46,Semi-Urban,Auto Driver,14821.0,2,4,9,0,3,6214,0,71.30636148965652,High
B06156,31,Rural,Street Vendor,13445.0,0,12,1,1,3,6897,0,89.23894298388889,High
B06157,22,Semi-Urban,Agriculture,11319.0,2,23,27,0,3,4186,0,189.29431587838454,Low
B06158,34,Semi-Urban,Auto Driver,15266.0,1,10,15,1,3,5059,0,125.52865137746811,Medium
B06159,50,Semi-Urban,Auto Driver,14275.0,0,11,24,0,5,2782,0,95.0875040553981,High
B06160,32,Semi-Urban,Tailor,14911.0,1,1,25,0,4,1553,1,70.97968921629732,High
B06161,46,Semi-Urban,Street Vendor,13343.0,0,13,34,0,5,5103,1,123.12062457288823,Medium
B06162,53,Semi-Urban,Milk Vendor,13092.0,0,7,10,0,1,3837,1,61.70200606197038,High
B06163,33,Rural,Tailor,13387.0,0,6,30,0,5,1474,1,83.37177701722854,High
B06164,34,Semi-Urban,Street Vendor,12534.0,0,9,25,0,4,4616,1,89.88818266214963,High
B06165,44,Urban,Milk Vendor,15597.449999999999,0,24,3,1,2,6947,0,153.41818984337067,Medium
B06166,54,Rural,Agriculture,13404.0,2,18,22,1,4,3585,0,184.79995746987194,Low
B06167,46,Urban,Daily Wage Worker,11388.449999999999,0,3,24,0,2,1171,0,65.9299288118202,High
B06168,41,Rural,Tailor,15504.0,1,13,27,0,1,6179,0,140.43005051595807,Medium
B06169,48,Rural,Street Vendor,14812.0,1,3,26,1,3,6115,0,115.59434712155623,Medium
B06170,56,Rural,Milk Vendor,13841.0,1,13,16,1,5,1101,0,132.6987913191247,Medium
B06171,60,Rural,Milk Vendor,14955.0,0,6,38,1,3,1649,0,137.4787002688083,Medium
B06172,22,Semi-Urban,Auto Driver,17151.0,1,18,4,1,1,1272,1,148.52506878338673,Medium
B06173,29,Urban,Auto Driver,19621.3,0,2,23,0,1,4258,0,71.59018736717283,High
B06174,43,Semi-Urban,Street Vendor,12308.0,0,20,19,0,2,5998,1,134.21836935365124,Medium
B06175,35,Urban,Small Retail Shop,22656.149999999998,2,17,15,1,2,5090,1,182.84827889552867,Low
B06176,33,Rural,Agriculture,12713.0,0,1,31,1,1,6517,1,106.13865032519271,Medium
B06177,43,Rural,Garment Manufacturer,27224.0,0,17,24,1,4,2655,1,167.84771756950008,Low
B06178,37,Semi-Urban,Garment Manufacturer,29359.0,2,5,11,1,3,1749,0,123.91663586586279,Medium
B06179,22,Semi-Urban,Milk Vendor,13202.0,0,9,10,1,5,2989,0,86.91092454340681,High
B06180,40,Rural,Milk Vendor,13833.0,1,4,8,0,1,5000,1,60.23705755800529,High
B06181,40,Urban,Daily Wage Worker,11267.699999999999,0,14,3,0,5,5549,0,63.65300991065686,High
B06182,23,Semi-Urban,Handloom Weaver,16365.0,0,8,19,0,1,6469,0,87.12364609748386,High
B06183,32,Urban,Milk Vendor,17396.05,0,23,4,0,2,1237,1,121.97111360781021,Medium
B06184,60,Rural,Small Retail Shop,22642.0,2,13,29,0,2,5978,0,162.61174187867604,Low
B06185,22,Rural,Agriculture,14268.0,2,6,21,1,1,1441,1,140.04443006792837,Medium
B06186,56,Semi-Urban,Garment Manufacturer,27149.0,2,14,9,0,5,4844,1,120.96642415083755,Medium
B06187,34,Semi-Urban,Agriculture,9979.0,1,9,18,0,3,2609,0,91.64641754852097,High
B06188,36,Rural,Tailor,13350.0,0,17,19,0,1,4628,1,125.09660371729672,Medium
B06189,39,Urban,Milk Vendor,17419.05,0,7,17,1,1,4813,0,110.1525787514469,Medium
B06190,54,Urban,Small Retail Shop,22679.149999999998,1,9,24,1,4,2973,1,142.99637293158997,Medium
B06191,26,Rural,Street Vendor,11663.0,2,15,6,1,1,4667,1,147.70646211668583,Medium
B06192,33,Rural,Auto Driver,17454.0,0,10,31,0,2,6695,0,118.41938856376895,Medium
B06193,56,Rural,Milk Vendor,14997.0,1,14,27,1,4,4433,1,163.33547161659203,Low
B06194,42,Rural,Milk Vendor,15133.0,0,16,34,1,4,3170,1,171.50010184115612,Low
B06195,38,Semi-Urban,Small Retail Shop,19016.0,1,2,27,1,2,5275,0,120.64804708545215,Medium
B06196,32,Rural,Handloom Weaver,16721.0,1,4,27,0,2,1489,1,96.94639725641889,High
B06197,50,Semi-Urban,Agriculture,11766.0,0,21,35,0,2,6632,0,169.94383740672887,Low
B06198,60,Semi-Urban,Small Retail Shop,21792.0,2,15,12,1,5,6109,1,156.05445512250847,Low
B06199,27,Rural,Delivery Worker,18260.0,0,11,29,1,4,3781,1,142.46180166610108,Medium
B06200,52,Semi-Urban,Delivery Worker,17816.0,1,21,6,1,3,2507,1,159.6338005848235,Low
B06201,39,Rural,Delivery Worker,15620.0,1,11,37,0,3,1172,1,144.5202191144324,Medium
B06202,26,Rural,Handloom Weaver,17645.0,0,23,7,0,5,5197,0,118.05321805433167,Medium
B06203,40,Semi-Urban,Small Retail Shop,18593.0,1,24,6,0,3,5029,0,143.90004825767843,Medium
B06204,47,Urban,Daily Wage Worker,11433.3,0,13,19,0,4,4117,0,94.39837423469453,High
B06205,57,Rural,Milk Vendor,17029.0,0,16,14,1,2,5512,0,140.27488348862718,Medium
B06206,27,Rural,Milk Vendor,15082.0,0,9,21,1,4,6028,1,114.31354754852393,Medium
B06207,25,Rural,Delivery Worker,15892.0,0,21,14,0,5,1187,1,121.18651315575552,Medium
B06208,31,Rural,Auto Driver,18253.0,0,2,14,0,5,4702,1,37.92372510272679,High
B06209,35,Rural,Small Retail Shop,19454.0,1,2,32,0,1,5400,1,104.07519351864441,High
B06210,23,Semi-Urban,Small Retail Shop,21590.0,0,5,26,1,5,5677,1,108.98771647608932,Medium
B06211,25,Rural,Street Vendor,13505.0,1,5,3,0,5,2168,0,40.25102685953991,High
B06212,43,Urban,Garment Manufacturer,31147.749999999996,2,5,15,0,4,6365,1,100.46165109540509,High
B06213,57,Rural,Daily Wage Worker,9593.0,0,14,21,0,4,2814,0,101.42762582488764,High
B06214,29,Urban,Auto Driver,20444.699999999997,0,6,30,1,5,2361,0,120.37270364710399,Medium
B06215,35,Urban,Handloom Weaver,20691.949999999997,0,16,14,1,4,1347,1,136.72973951856548,Medium
B06216,23,Semi-Urban,Tailor,16227.0,0,16,39,0,4,4597,0,152.40537040996503,Medium
B06217,49,Rural,Handloom Weaver,13944.0,0,8,37,0,5,5309,1,106.63932720319892,Medium
B06218,26,Semi-Urban,Handloom Weaver,16476.0,1,5,28,0,2,1896,1,103.47979479095429,High
B06219,37,Semi-Urban,Garment Manufacturer,25470.0,0,13,2,0,5,2642,1,71.38585760088559,High
B06220,46,Urban,Handloom Weaver,17705.399999999998,2,3,22,0,3,1366,1,94.83568279872212,High
B06221,41,Semi-Urban,Garment Manufacturer,27823.0,0,9,7,0,4,2960,0,68.35666918119487,High
B06222,28,Rural,Street Vendor,15173.0,0,4,32,1,1,4243,1,123.67342853518613,Medium
B06223,41,Semi-Urban,Garment Manufacturer,25646.0,1,8,16,1,5,2991,1,122.04659080358525,Medium
B06224,31,Urban,Handloom Weaver,15827.449999999999,0,16,36,1,2,4290,1,183.64958008786425,Low
B06225,58,Semi-Urban,Agriculture,9958.0,2,11,2,1,2,3465,0,117.42099111869986,Medium
B06226,28,Urban,Street Vendor,15569.849999999999,0,23,17,0,4,2197,1,139.77018149197298,Medium
B06227,44,Semi-Urban,Milk Vendor,13318.0,0,19,3,0,5,4048,1,87.9286740387297,High
B06228,55,Semi-Urban,Handloom Weaver,13518.0,0,10,23,1,5,2312,0,117.14118629388936,Medium
B06229,34,Semi-Urban,Garment Manufacturer,28991.0,1,22,37,1,3,1751,1,237.06667311372766,Low
B06230,34,Semi-Urban,Tailor,16643.0,1,7,39,1,5,1570,1,154.43380935480445,Low
B06231,30,Rural,Handloom Weaver,15793.0,0,12,28,1,3,1164,1,146.1623352384602,Medium
B06232,32,Semi-Urban,Street Vendor,11443.0,1,23,8,1,2,5615,0,169.81309972201603,Low
B06233,58,Semi-Urban,Garment Manufacturer,26900.0,0,8,33,1,5,1019,1,141.70349648742626,Medium
B06234,54,Rural,Auto Driver,15556.0,0,10,4,0,4,5550,0,54.74596451927276,High
B06235,30,Rural,Small Retail Shop,19044.0,2,5,7,0,3,6374,1,75.1924432672169,High
B06236,37,Semi-Urban,Handloom Weaver,13353.0,1,5,11,0,3,2849,0,62.99706081121024,High
B06237,37,Semi-Urban,Milk Vendor,13575.0,0,13,8,1,4,4914,1,104.14501959258016,High
B06238,23,Rural,Delivery Worker,16820.0,1,2,20,0,1,1102,1,78.19060212816404,High
B06239,51,Semi-Urban,Auto Driver,18555.0,2,12,39,0,4,6053,1,167.36280689653947,Low
B06240,21,Urban,Auto Driver,19030.199999999997,2,11,28,1,3,3182,0,174.03713619327578,Low
B06241,32,Rural,Daily Wage Worker,11721.0,0,2,11,0,4,4795,0,29.30850121832795,High
B06242,59,Rural,Small Retail Shop,20575.0,1,15,22,0,3,5192,0,137.2081634561966,Medium
B06243,24,Urban,Handloom Weaver,16903.85,1,20,36,0,1,3798,1,191.3099600222282,Low
B06244,33,Urban,Auto Driver,16392.1,1,7,6,1,5,5001,0,87.92693312380294,High
B06245,54,Rural,Daily Wage Worker,8835.0,0,8,7,1,2,2787,1,81.8867160742627,High
B06246,41,Rural,Small Retail Shop,21102.0,2,3,10,1,1,5670,0,111.78542263803055,Medium
B06247,42,Rural,Small Retail Shop,20533.0,0,17,4,1,5,3839,0,117.88250078975105,Medium
B06248,24,Semi-Urban,Street Vendor,11493.0,2,20,9,1,4,5284,1,166.00256029741863,Low
B06249,38,Rural,Handloom Weaver,17431.0,0,6,38,0,3,1392,0,110.17028636981605,Medium
B06250,25,Semi-Urban,Milk Vendor,16515.0,0,22,19,0,1,6014,1,150.8754543486785,Medium
B06251,39,Rural,Auto Driver,15867.0,0,15,33,0,4,5048,1,135.95509304514286,Medium
B06252,22,Urban,Auto Driver,19930.649999999998,0,13,38,0,5,5151,1,137.67585267925355,Medium
B06253,32,Rural,Tailor,15113.0,1,23,22,0,2,2574,0,170.76340803106424,Low
B06254,37,Semi-Urban,Garment Manufacturer,27729.0,2,13,39,1,1,6509,0,221.29405728573602,Low
B06255,30,Urban,Tailor,18479.35,1,12,1,0,2,3690,0,82.78088432091648,High
B06256,54,Rural,Auto Driver,18770.0,0,14,21,1,4,1628,0,139.79554024005841,Medium
B06257,26,Rural,Handloom Weaver,17798.0,0,9,7,1,5,5069,1,85.52658948164023,High
B06258,28,Semi-Urban,Tailor,13290.0,1,10,7,0,1,5861,0,84.76913035762767,High
B06259,31,Rural,Milk Vendor,15200.0,1,5,22,1,5,1135,1,109.92785909451426,Medium
B06260,32,Semi-Urban,Milk Vendor,13173.0,0,21,13,1,3,3599,1,153.2570524842511,Medium
B06261,29,Rural,Agriculture,11871.0,1,5,23,1,5,6512,0,108.50099563052441,Medium
B06262,22,Rural,Agriculture,13796.0,1,21,22,0,5,1176,0,150.62473901661397,Medium
B06263,28,Urban,Agriculture,14261.15,1,20,26,1,5,1476,0,183.9224539964799,Low
B06264,31,Semi-Urban,Small Retail Shop,21012.0,1,6,18,0,1,4961,0,96.49287935035616,High
B06265,56,Semi-Urban,Handloom Weaver,15843.0,0,12,7,0,1,5256,1,80.96661895010833,High
B06266,30,Rural,Tailor,12497.0,1,17,2,0,1,4717,0,105.47905914524635,Medium
B06267,41,Rural,Small Retail Shop,21428.0,2,16,19,0,2,2308,1,155.05816428977968,Low
B06268,40,Semi-Urban,Tailor,13540.0,1,18,14,1,4,4786,0,154.20869839255195,Low
B06269,28,Rural,Handloom Weaver,14332.0,1,22,25,1,4,1008,1,195.09158773701495,Low
B06270,56,Rural,Daily Wage Worker,11664.0,1,6,33,0,5,4535,0,102.96781696240971,High
B06271,49,Rural,Delivery Worker,16360.0,1,10,39,1,2,2650,1,178.238409838325,Low
B06272,32,Rural,Street Vendor,11563.0,0,20,20,0,4,6777,0,128.31507856165987,Medium
B06273,34,Semi-Urban,Agriculture,10233.0,1,21,5,0,1,1759,1,126.6924488845124,Medium
B06274,41,Semi-Urban,Handloom Weaver,17243.0,0,9,21,0,3,2420,1,89.49685549959264,High
B06275,42,Semi-Urban,Street Vendor,13974.0,0,2,13,1,3,1070,0,68.87113679520031,High
B06276,41,Semi-Urban,Delivery Worker,17715.0,1,3,14,1,4,3640,0,91.13486375591438,High
B06277,50,Semi-Urban,Daily Wage Worker,12787.0,0,10,16,0,2,1968,1,83.65005989144971,High
B06278,59,Semi-Urban,Milk Vendor,14592.0,2,8,28,0,4,6663,0,122.95430564908642,Medium
B06279,40,Semi-Urban,Auto Driver,15805.0,2,9,1,0,1,4251,0,85.22826156646133,High
B06280,44,Rural,Street Vendor,14055.0,1,21,2,1,2,2974,1,150.84924308400468,Medium
B06281,43,Rural,Delivery Worker,18945.0,2,19,8,1,3,1591,1,170.56703704686066,Low
B06282,27,Urban,Small Retail Shop,23806.149999999998,2,1,13,1,5,2496,1,97.16619085183719,High
B06283,29,Rural,Handloom Weaver,14540.0,0,2,38,0,1,1795,0,96.84347474094905,High
B06284,21,Rural,Handloom Weaver,13512.0,1,20,19,1,2,1540,0,179.98804467596017,Low
B06285,46,Semi-Urban,Milk Vendor,16211.0,2,4,2,1,5,6481,1,80.93112240840473,High
B06286,58,Semi-Urban,Auto Driver,17832.0,0,16,31,1,1,4904,0,178.77775884393577,Low
B06287,58,Semi-Urban,Agriculture,13946.0,2,21,10,1,3,5766,1,178.68119794781467,Low
B06288,42,Rural,Tailor,12901.0,1,12,5,1,2,3072,1,115.35474371684742,Medium
B06289,30,Urban,Street Vendor,17431.699999999997,2,2,23,0,4,2779,1,89.00377308341187,High
B06290,26,Semi-Urban,Small Retail Shop,20312.0,2,15,30,1,2,4492,0,201.72606349927398,Low
B06291,37,Semi-Urban,Handloom Weaver,16150.0,0,18,32,1,2,3364,1,184.86302400063875,Low
B06292,58,Rural,Garment Manufacturer,27993.0,1,16,1,0,1,5018,1,114.48983767888669,Medium
B06293,44,Rural,Tailor,15441.0,0,21,3,1,4,6448,1,132.01756944806837,Medium
B06294,30,Rural,Small Retail Shop,22859.0,2,12,30,1,3,6980,1,187.10938887757948,Low
B06295,28,Rural,Milk Vendor,15402.0,1,18,37,1,5,3404,1,198.63469527650653,Low
B06296,41,Rural,Tailor,14339.0,0,14,28,1,3,3948,1,152.9478692675454,Medium
B06297,26,Rural,Handloom Weaver,17928.0,1,21,21,1,4,6686,0,186.3939386422712,Low
B06298,41,Semi-Urban,Street Vendor,11844.0,2,12,13,1,5,1939,0,135.18923715098086,Medium
B06299,59,Semi-Urban,Handloom Weaver,14060.0,1,5,26,1,2,3660,1,127.07166964789346,Medium
B06300,44,Semi-Urban,Agriculture,10920.0,1,23,30,0,5,2033,0,172.14044472450604,Low
B06301,53,Rural,Agriculture,11447.0,2,4,24,0,2,2816,0,100.63342512859532,High
B06302,38,Rural,Delivery Worker,19590.0,0,18,38,1,4,4644,0,192.71764279204908,Low
B06303,48,Rural,Small Retail Shop,20973.0,1,24,5,0,3,3047,0,143.66649414701706,Medium
B06304,52,Rural,Agriculture,10538.0,1,17,16,1,1,3742,0,161.46271029933973,Low
B06305,32,Rural,Delivery Worker,16787.0,1,16,16,0,5,1777,0,118.92190218579375,Medium
B06306,47,Rural,Street Vendor,15715.0,1,10,10,1,1,4941,0,122.3396857770962,Medium
B06307,30,Urban,Milk Vendor,14856.849999999999,2,17,18,1,1,1915,0,184.7784928860556,Low
B06308,52,Semi-Urban,Small Retail Shop,22584.0,1,12,38,1,5,6289,0,180.1377878475056,Low
B06309,46,Semi-Urban,Street Vendor,11795.0,1,12,17,1,1,5158,1,141.70408405421963,Medium
B06310,45,Urban,Tailor,14335.9,0,23,31,1,1,4016,0,207.07852613629333,Low
B06311,31,Semi-Urban,Delivery Worker,16354.0,1,4,26,0,1,3552,0,98.67598583506498,High
B06312,43,Semi-Urban,Delivery Worker,18489.0,1,3,26,0,3,6378,0,89.33210095119848,High
B06313,54,Semi-Urban,Small Retail Shop,21651.0,1,1,12,0,2,6546,1,59.09618246231785,High
B06314,60,Semi-Urban,Agriculture,12909.0,2,12,18,1,3,3051,0,152.67688200897442,Medium
B06315,43,Semi-Urban,Tailor,12187.0,0,8,34,1,3,5336,1,136.0694831886106,Medium
B06316,49,Rural,Tailor,12073.0,0,8,35,0,2,4227,1,111.70691090365644,Medium
B06317,51,Semi-Urban,Delivery Worker,19768.0,2,12,11,1,2,3344,1,149.64461808137582,Medium
B06318,27,Urban,Garment Manufacturer,31761.85,2,4,30,0,1,6630,1,136.86281650505396,Medium
B06319,60,Semi-Urban,Delivery Worker,16881.0,0,16,11,0,3,2189,1,100.65308688506975,High
B06320,53,Rural,Agriculture,12828.0,2,2,4,0,5,5618,1,43.130018362332414,High
B06321,41,Rural,Agriculture,12486.0,2,4,36,0,5,3802,1,115.88799015155033,Medium
B06322,22,Semi-Urban,Agriculture,12879.0,2,23,10,0,1,6713,0,162.8873564374654,Low
B06323,38,Urban,Tailor,17103.949999999997,1,4,34,1,3,6927,0,137.60901756213303,Medium
B06324,53,Rural,Milk Vendor,15518.0,0,11,31,1,1,3869,0,154.47199965455695,Low
B06325,57,Semi-Urban,Daily Wage Worker,11551.0,0,3,32,1,3,4794,1,109.10750313367049,Medium
B06326,54,Urban,Handloom Weaver,17262.649999999998,1,10,28,1,1,4791,0,159.85092464758952,Low
B06327,40,Rural,Auto Driver,14082.0,0,12,37,0,2,4458,0,135.43845092487103,Medium
B06328,55,Semi-Urban,Garment Manufacturer,25647.0,1,17,32,1,5,4127,0,194.21426206673704,Low
B06329,38,Rural,Delivery Worker,18692.0,0,9,32,1,1,6616,0,150.31722463141813,Medium
B06330,44,Semi-Urban,Small Retail Shop,21339.0,1,21,17,1,3,3866,1,184.5021653034909,Low
B06331,28,Semi-Urban,Auto Driver,17152.0,1,2,34,0,5,1764,0,92.49205087513202,High
B06332,50,Semi-Urban,Auto Driver,15107.0,1,22,35,1,1,5852,1,226.15189861152197,Low
B06333,30,Semi-Urban,Milk Vendor,17405.0,1,18,39,0,4,5719,0,177.93018710062847,Low
B06334,43,Rural,Garment Manufacturer,29348.0,2,12,21,1,5,4677,1,168.3889089360641,Low
B06335,31,Urban,Agriculture,13794.249999999998,1,6,32,0,4,6645,0,105.8565058315737,Medium
B06336,22,Semi-Urban,Small Retail Shop,21944.0,1,18,34,0,3,3423,1,176.19615165397877,Low
B06337,46,Semi-Urban,Agriculture,14102.0,2,13,34,1,2,4826,1,193.68256139426367,Low
B06338,56,Rural,Daily Wage Worker,8350.0,1,15,8,1,2,6491,0,130.31325019943947,Medium
B06339,53,Rural,Garment Manufacturer,29913.0,1,1,16,1,3,6407,0,101.50206388532891,High
B06340,33,Rural,Auto Driver,14834.0,0,23,35,0,4,4240,1,174.54547961519037,Low
B06341,60,Urban,Small Retail Shop,25094.149999999998,2,8,23,0,2,6535,1,130.5763079833555,Medium
B06342,45,Rural,Agriculture,12502.0,1,18,22,1,2,6866,0,175.78844347269833,Low
B06343,24,Urban,Auto Driver,20058.3,0,20,31,0,4,3520,0,158.7679173594105,Low
B06344,39,Semi-Urban,Small Retail Shop,22846.0,2,24,29,1,1,2880,0,245.87963413500339,Low
B06345,38,Semi-Urban,Street Vendor,15096.0,1,12,38,0,2,6429,0,153.1886205466611,Medium
B06346,57,Semi-Urban,Tailor,13937.0,1,20,19,0,2,3744,0,150.53687333146445,Medium
B06347,50,Semi-Urban,Auto Driver,14297.0,0,12,36,1,1,5743,1,166.93326193238008,Low
B06348,39,Semi-Urban,Agriculture,11801.0,2,1,9,0,4,5777,1,50.30374977932119,High
B06349,43,Rural,Garment Manufacturer,26594.0,2,10,35,1,4,2762,0,187.7402618690533,Low
B06350,36,Semi-Urban,Street Vendor,14215.0,0,23,1,0,1,2349,1,116.21929684289753,Medium
